Work_Order_ID,Job_Number,Train_ID,Work_Type,Description,Priority,Status,Created_Date,Due_Date,Estimated_Hours,Actual_Hours,Assigned_Technician,Department,Cost_Estimate,Parts_Cost,Urgency_Score,Completion_Rate,Notes
WO-D791688D,JOB-20240202-4634,CR109,PM-HVAC,PM HVAC for CR109,Low,On_Hold,2024-02-02,2024-03-11,7,,Tech_5,Electrical,1386,885,50,10.28858725112733,Generated on 2024-02-02 - PM-HVAC maintenance
WO-070152C0,JOB-20240203-7204,CR114,PM-Bogie,Scheduled bogie maintenance for CR114,Low,Closed,2024-02-03,2024-03-01,12,12.8,Tech_30,Mechanical,1056,801,50,100.0,Generated on 2024-02-03 - PM-Bogie maintenance
WO-79F7502E,JOB-20240203-3814,CR108,CM-Mechanical,CM Mechanical for CR108,Low,On_Hold,2024-02-03,2024-03-10,4,,Tech_23,Mechanical,560,4711,50,18.47483989745637,Generated on 2024-02-03 - CM-Mechanical maintenance
WO-1981FF4C,JOB-20240204-7354,CR109,PM-Bogie,Scheduled bogie maintenance for CR109,Medium,Closed,2024-02-04,2024-02-14,9,7.7,Tech_3,Mechanical,1008,108,70,100.0,Generated on 2024-02-04 - PM-Bogie maintenance
WO-0C2F9D49,JOB-20240204-5654,CR122,PM-Brake,Brake system preventive maintenance - CR122,Medium,Closed,2024-02-04,2024-02-21,6,5.9,Tech_8,Mechanical,1020,986,70,100.0,Generated on 2024-02-04 - PM-Brake maintenance
WO-8918F3C0,JOB-20240204-6541,CR106,CM-Mechanical,CM Mechanical for CR106,Low,On_Hold,2024-02-04,2024-02-24,15,,Tech_14,Mechanical,1770,1319,50,18.87349219591546,Generated on 2024-02-04 - CM-Mechanical maintenance
WO-DBCED6F4,JOB-20240204-4182,CR106,Compliance-Check,Compliance Check for CR106,Low,Cancelled,2024-02-04,2024-02-20,3,,Tech_29,Quality_Assurance,468,662,50,0.0,Generated on 2024-02-04 - Compliance-Check maintenance
WO-EAA81E28,JOB-20240205-1294,CR110,Inspection-B,Inspection B for CR110,Medium,Closed,2024-02-05,2024-02-20,18,16.3,Tech_16,Maintenance,2952,432,70,100.0,Generated on 2024-02-05 - Inspection-B maintenance
WO-D337F292,JOB-20240205-4852,CR108,PM-HVAC,PM HVAC for CR108,Low,Cancelled,2024-02-05,2024-02-27,6,,Tech_27,Electrical,702,833,50,0.0,Generated on 2024-02-05 - PM-HVAC maintenance
WO-07AC8467,JOB-20240206-6937,CR105,PM-HVAC,PM HVAC for CR105,Low,Cancelled,2024-02-06,2024-02-27,5,,Tech_11,Electrical,760,897,50,0.0,Generated on 2024-02-06 - PM-HVAC maintenance
WO-36E3CCF5,JOB-20240206-9953,CR109,CM-Mechanical,CM Mechanical for CR109,Medium,On_Hold,2024-02-06,2024-02-24,9,,Tech_12,Mechanical,1206,3271,70,27.639460678206135,Generated on 2024-02-06 - CM-Mechanical maintenance
WO-8D0766B5,JOB-20240207-2881,CR101,Inspection-A,Inspection A for CR101,Low,On_Hold,2024-02-07,2024-02-24,6,,Tech_18,Maintenance,648,744,50,26.091323311996618,Generated on 2024-02-07 - Inspection-A maintenance
WO-4C28C9AD,JOB-20240207-7935,CR104,Inspection-B,Inspection B for CR104,Medium,On_Hold,2024-02-07,2024-02-14,15,,Tech_1,Maintenance,2910,127,70,14.463403592768856,Generated on 2024-02-07 - Inspection-B maintenance
WO-2D4F6451,JOB-20240208-7909,CR117,Compliance-Check,Compliance Check for CR117,Medium,On_Hold,2024-02-08,2024-02-29,2,,Tech_4,Quality_Assurance,262,898,70,26.582308445399264,Generated on 2024-02-08 - Compliance-Check maintenance
WO-2F5B2DFD,JOB-20240208-7854,CR117,Emergency-Repair,Emergency repair required - CR117,Medium,On_Hold,2024-02-08,2024-02-23,14,,Tech_19,Emergency_Response,1568,764,70,24.521415627636287,Generated on 2024-02-08 - Emergency-Repair maintenance
WO-AB84B9FF,JOB-20240208-1632,CR122,PM-Brake,Brake system preventive maintenance - CR122,Low,Closed,2024-02-08,2024-03-02,5,4.2,Tech_21,Mechanical,850,810,50,100.0,Generated on 2024-02-08 - PM-Brake maintenance
WO-E0967C2C,JOB-20240208-1509,CR107,PM-HVAC,PM HVAC for CR107,Low,Cancelled,2024-02-08,2024-02-23,5,,Tech_18,Electrical,595,348,50,0.0,Generated on 2024-02-08 - PM-HVAC maintenance
WO-4814C6A1,JOB-20240208-1745,CR113,CM-Software,CM Software for CR113,Medium,On_Hold,2024-02-08,2024-02-29,4,,Tech_11,IT,584,1198,70,18.11534156251468,Generated on 2024-02-08 - CM-Software maintenance
WO-2D8F7F85,JOB-20240209-9111,CR116,CM-Mechanical,CM Mechanical for CR116,Low,Cancelled,2024-02-09,2024-03-07,15,,Tech_12,Mechanical,1725,692,50,0.0,Generated on 2024-02-09 - CM-Mechanical maintenance
WO-03D64E1A,JOB-20240209-1583,CR103,PM-Doors,PM Doors for CR103,Low,On_Hold,2024-02-09,2024-03-02,3,,Tech_25,Mechanical,333,343,50,17.562648988891624,Generated on 2024-02-09 - PM-Doors maintenance
WO-7BA0016B,JOB-20240209-7710,CR118,PM-Traction,PM Traction for CR118,Critical,Closed,2024-02-09,2024-02-10,24,26.8,Tech_17,Electrical,2400,189,100,100.0,Generated on 2024-02-09 - PM-Traction maintenance
WO-0382EDD9,JOB-20240209-2019,CR114,CM-Electronics,CM Electronics for CR114,Medium,On_Hold,2024-02-09,2024-02-16,7,,Tech_7,Electronics,798,1896,70,18.641637452999788,Generated on 2024-02-09 - CM-Electronics maintenance
WO-87BDE27F,JOB-20240210-3431,CR112,Seasonal-Maintenance,Seasonal Maintenance for CR112,Low,On_Hold,2024-02-10,2024-02-29,25,,Tech_8,Maintenance,1950,488,50,29.064547457731965,Generated on 2024-02-10 - Seasonal-Maintenance maintenance
WO-3D5AB37C,JOB-20240210-1177,CR118,Inspection-B,Inspection B for CR118,Medium,Closed,2024-02-10,2024-02-28,18,17.5,Tech_22,Maintenance,2268,917,70,100.0,Generated on 2024-02-10 - Inspection-B maintenance
WO-E6A0652F,JOB-20240210-2580,CR101,PM-Brake,Brake system preventive maintenance - CR101,Low,Closed,2024-02-10,2024-03-11,5,4.9,Tech_19,Mechanical,470,610,50,100.0,Generated on 2024-02-10 - PM-Brake maintenance
WO-78777573,JOB-20240210-6397,CR102,Inspection-A,Inspection A for CR102,Low,On_Hold,2024-02-10,2024-03-25,4,,Tech_26,Maintenance,356,485,50,20.605393511871856,Generated on 2024-02-10 - Inspection-A maintenance
WO-9781C8C6,JOB-20240211-5048,CR112,PM-Traction,PM Traction for CR112,Low,On_Hold,2024-02-11,2024-03-04,10,,Tech_29,Electrical,1590,104,50,15.107210503796543,Generated on 2024-02-11 - PM-Traction maintenance
WO-9742D24D,JOB-20240211-5724,CR106,Inspection-B,Inspection B for CR106,Low,Cancelled,2024-02-11,2024-03-04,9,,Tech_16,Maintenance,1440,645,50,0.0,Generated on 2024-02-11 - Inspection-B maintenance
WO-2933D049,JOB-20240211-1936,CR111,PM-Doors,PM Doors for CR111,Low,Closed,2024-02-11,2024-02-25,3,3.9,Tech_28,Mechanical,546,231,50,100.0,Generated on 2024-02-11 - PM-Doors maintenance
WO-E8630AB4,JOB-20240211-5070,CR105,Inspection-A,Inspection A for CR105,Medium,On_Hold,2024-02-11,2024-02-27,6,,Tech_16,Maintenance,978,639,70,18.954552893805495,Generated on 2024-02-11 - Inspection-A maintenance
WO-A2F33BAA,JOB-20240212-5652,CR124,PM-Traction,PM Traction for CR124,Medium,On_Hold,2024-02-12,2024-02-20,12,,Tech_6,Electrical,1872,737,70,10.635283695589328,Generated on 2024-02-12 - PM-Traction maintenance
WO-535D05C7,JOB-20240212-9306,CR108,CM-Mechanical,CM Mechanical for CR108,High,Closed,2024-02-12,2024-02-19,17,13.7,Tech_18,Mechanical,1938,3862,90,100.0,Generated on 2024-02-12 - CM-Mechanical maintenance
WO-D23D1AC2,JOB-20240212-2132,CR107,CM-Mechanical,CM Mechanical for CR107,Low,Closed,2024-02-12,2024-03-07,12,15.1,Tech_6,Mechanical,1824,2814,50,100.0,Generated on 2024-02-12 - CM-Mechanical maintenance
WO-694F8319,JOB-20240213-7905,CR114,PM-Doors,PM Doors for CR114,Low,Closed,2024-02-13,2024-03-18,3,3.5,Tech_27,Mechanical,351,478,50,100.0,Generated on 2024-02-13 - PM-Doors maintenance
WO-9E11A19A,JOB-20240213-6156,CR123,CM-Mechanical,CM Mechanical for CR123,High,Closed,2024-02-13,2024-02-18,23,26.6,Tech_27,Mechanical,3266,4947,90,100.0,Generated on 2024-02-13 - CM-Mechanical maintenance
WO-007C5A84,JOB-20240213-8793,CR120,PM-Traction,PM Traction for CR120,Low,Cancelled,2024-02-13,2024-03-02,13,,Tech_9,Electrical,1170,315,50,0.0,Generated on 2024-02-13 - PM-Traction maintenance
WO-CE224970,JOB-20240214-5578,CR107,PM-HVAC,PM HVAC for CR107,Medium,Closed,2024-02-14,2024-02-21,11,10.9,Tech_30,Electrical,1518,166,70,100.0,Generated on 2024-02-14 - PM-HVAC maintenance
WO-39762985,JOB-20240214-3886,CR109,PM-Bogie,Bogie bearing inspection and lubrication - CR109,High,Closed,2024-02-14,2024-02-17,19,17.3,Tech_28,Mechanical,2603,699,90,100.0,Generated on 2024-02-14 - PM-Bogie maintenance
WO-2FA741EC,JOB-20240214-1938,CR124,CM-Mechanical,CM Mechanical for CR124,Low,On_Hold,2024-02-14,2024-03-10,13,,Tech_4,Mechanical,1014,1367,50,18.100260723057087,Generated on 2024-02-14 - CM-Mechanical maintenance
WO-5CA498DB,JOB-20240214-7917,CR122,Inspection-C,Inspection C for CR122,Low,On_Hold,2024-02-14,2024-03-10,21,,Tech_22,Maintenance,3822,690,50,11.852816604784536,Generated on 2024-02-14 - Inspection-C maintenance
WO-38F2816B,JOB-20240215-2064,CR118,Emergency-Repair,Urgent maintenance intervention - CR118,Critical,Closed,2024-02-15,2024-02-17,39,50.5,Tech_10,Emergency_Response,3978,628,100,100.0,Generated on 2024-02-15 - Emergency-Repair maintenance
WO-F771C7FA,JOB-20240215-7428,CR119,CM-Electronics,CM Electronics for CR119,Low,On_Hold,2024-02-15,2024-03-09,6,,Tech_14,Electronics,714,3496,50,23.314961551118962,Generated on 2024-02-15 - CM-Electronics maintenance
WO-23EBBD5B,JOB-20240215-5818,CR122,Emergency-Repair,Emergency repair required - CR122,Low,Closed,2024-02-15,2024-03-28,18,16.6,Tech_17,Emergency_Response,1728,169,50,100.0,Generated on 2024-02-15 - Emergency-Repair maintenance
WO-8A88DF6F,JOB-20240216-2194,CR105,CM-Software,CM Software for CR105,Low,Cancelled,2024-02-16,2024-03-26,2,,Tech_24,IT,194,1042,50,0.0,Generated on 2024-02-16 - CM-Software maintenance
WO-8B27BE31,JOB-20240216-4342,CR119,Emergency-Repair,Urgent maintenance intervention - CR119,Medium,Closed,2024-02-16,2024-03-04,42,36.1,Tech_30,Emergency_Response,5292,550,70,100.0,Generated on 2024-02-16 - Emergency-Repair maintenance
WO-8CCCEB8F,JOB-20240216-7468,CR124,Emergency-Repair,Emergency repair required - CR124,Medium,Closed,2024-02-16,2024-02-26,18,14.6,Tech_3,Emergency_Response,2808,302,70,100.0,Generated on 2024-02-16 - Emergency-Repair maintenance
WO-FDF2120B,JOB-20240216-1392,CR117,Inspection-B,Inspection B for CR117,Medium,On_Hold,2024-02-16,2024-02-25,18,,Tech_8,Maintenance,3078,221,70,19.656135879753137,Generated on 2024-02-16 - Inspection-B maintenance
WO-9F194A51,JOB-20240217-6028,CR102,Compliance-Check,Compliance Check for CR102,Low,Cancelled,2024-02-17,2024-03-21,3,,Tech_6,Quality_Assurance,444,889,50,0.0,Generated on 2024-02-17 - Compliance-Check maintenance
WO-313059EE,JOB-20240217-2937,CR124,Inspection-A,Inspection A for CR124,High,Closed,2024-02-17,2024-02-20,7,9.0,Tech_28,Maintenance,1036,842,90,100.0,Generated on 2024-02-17 - Inspection-A maintenance
WO-F3D14955,JOB-20240218-8246,CR106,Inspection-C,Inspection C for CR106,High,Closed,2024-02-18,2024-02-23,33,39.6,Tech_28,Maintenance,3300,986,90,100.0,Generated on 2024-02-18 - Inspection-C maintenance
WO-20C1E8B7,JOB-20240218-4273,CR116,Seasonal-Maintenance,Seasonal Maintenance for CR116,Low,Closed,2024-02-18,2024-03-21,21,25.5,Tech_6,Maintenance,3927,144,50,100.0,Generated on 2024-02-18 - Seasonal-Maintenance maintenance
WO-91B3F6AC,JOB-20240219-9712,CR101,Inspection-B,Inspection B for CR101,High,Closed,2024-02-19,2024-02-22,15,15.0,Tech_15,Maintenance,2025,436,90,100.0,Generated on 2024-02-19 - Inspection-B maintenance
WO-8D717C4C,JOB-20240219-9988,CR122,CM-Mechanical,CM Mechanical for CR122,Medium,Closed,2024-02-19,2024-02-29,17,16.8,Tech_10,Mechanical,2601,3841,70,100.0,Generated on 2024-02-19 - CM-Mechanical maintenance
WO-26962F37,JOB-20240219-7188,CR112,Emergency-Repair,Urgent maintenance intervention - CR112,Low,Closed,2024-02-19,2024-04-01,1,0.9,Tech_25,Emergency_Response,166,185,50,100.0,Generated on 2024-02-19 - Emergency-Repair maintenance
WO-8B5DE8FB,JOB-20240219-2798,CR124,PM-HVAC,PM HVAC for CR124,Low,On_Hold,2024-02-19,2024-03-26,5,,Tech_5,Electrical,440,634,50,20.487336486080856,Generated on 2024-02-19 - PM-HVAC maintenance
WO-F6941BB7,JOB-20240219-4228,CR118,Emergency-Repair,Urgent maintenance intervention - CR118,Low,On_Hold,2024-02-19,2024-03-14,3,,Tech_12,Emergency_Response,546,665,50,14.358090497660466,Generated on 2024-02-19 - Emergency-Repair maintenance
WO-D32951C8,JOB-20240219-7791,CR124,CM-Mechanical,CM Mechanical for CR124,Medium,On_Hold,2024-02-19,2024-03-11,4,,Tech_26,Mechanical,308,1701,70,25.550502546990547,Generated on 2024-02-19 - CM-Mechanical maintenance
WO-B7DAA78B,JOB-20240220-5127,CR118,Inspection-C,Inspection C for CR118,Low,Cancelled,2024-02-20,2024-03-12,19,,Tech_10,Maintenance,3667,667,50,0.0,Generated on 2024-02-20 - Inspection-C maintenance
WO-90A0840F,JOB-20240220-4129,CR115,PM-Doors,PM Doors for CR115,Low,On_Hold,2024-02-20,2024-04-04,2,,Tech_12,Mechanical,294,431,50,27.44512557723068,Generated on 2024-02-20 - PM-Doors maintenance
WO-2630E189,JOB-20240220-7703,CR113,PM-HVAC,PM HVAC for CR113,Medium,On_Hold,2024-02-20,2024-03-01,10,,Tech_18,Electrical,1450,682,70,17.268824363400498,Generated on 2024-02-20 - PM-HVAC maintenance
WO-D57E0F10,JOB-20240220-5922,CR105,CM-Electronics,CM Electronics for CR105,Low,Closed,2024-02-20,2024-03-12,7,6.9,Tech_22,Electronics,1281,3085,50,100.0,Generated on 2024-02-20 - CM-Electronics maintenance
WO-B8CCDB01,JOB-20240220-4170,CR101,Inspection-C,Inspection C for CR101,Critical,Closed,2024-02-20,2024-02-22,32,39.1,Tech_19,Maintenance,5984,153,100,100.0,Generated on 2024-02-20 - Inspection-C maintenance
WO-CE33CC5C,JOB-20240220-4351,CR123,PM-Bogie,Bogie bearing inspection and lubrication - CR123,Medium,On_Hold,2024-02-20,2024-03-10,8,,Tech_3,Mechanical,704,109,70,11.20027013355986,Generated on 2024-02-20 - PM-Bogie maintenance
WO-C94B6C9A,JOB-20240221-2710,CR118,CM-Mechanical,CM Mechanical for CR118,Medium,On_Hold,2024-02-21,2024-03-01,4,,Tech_22,Mechanical,404,1813,70,20.469985539044522,Generated on 2024-02-21 - CM-Mechanical maintenance
WO-A5577CE8,JOB-20240221-2283,CR110,PM-Brake,Brake pad inspection and replacement - CR110,Medium,On_Hold,2024-02-21,2024-03-03,5,,Tech_21,Mechanical,530,766,70,24.062926515610286,Generated on 2024-02-21 - PM-Brake maintenance
WO-CE9FEF45,JOB-20240221-5152,CR109,PM-Traction,PM Traction for CR109,Low,Cancelled,2024-02-21,2024-03-21,13,,Tech_10,Electrical,1300,313,50,0.0,Generated on 2024-02-21 - PM-Traction maintenance
WO-B14FB2B1,JOB-20240222-5230,CR119,Inspection-A,Inspection A for CR119,Medium,On_Hold,2024-02-22,2024-03-13,9,,Tech_23,Maintenance,711,579,70,18.21665684771958,Generated on 2024-02-22 - Inspection-A maintenance
WO-87E33116,JOB-20240222-4892,CR116,PM-Brake,Brake system preventive maintenance - CR116,Low,Cancelled,2024-02-22,2024-03-14,6,,Tech_27,Mechanical,540,275,50,0.0,Generated on 2024-02-22 - PM-Brake maintenance
WO-18AA90BD,JOB-20240222-3612,CR106,PM-HVAC,PM HVAC for CR106,Critical,Closed,2024-02-22,2024-02-23,14,12.9,Tech_28,Electrical,2226,421,100,100.0,Generated on 2024-02-22 - PM-HVAC maintenance
WO-C87F41BB,JOB-20240222-9938,CR105,PM-Brake,Brake pad inspection and replacement - CR105,Medium,Closed,2024-02-22,2024-03-05,7,8.7,Tech_16,Mechanical,1344,607,70,100.0,Generated on 2024-02-22 - PM-Brake maintenance
WO-1A685CD4,JOB-20240223-4747,CR124,CM-Mechanical,CM Mechanical for CR124,Low,Closed,2024-02-23,2024-04-05,8,9.5,Tech_1,Mechanical,752,1768,50,100.0,Generated on 2024-02-23 - CM-Mechanical maintenance
WO-8B15B560,JOB-20240223-3953,CR117,CM-Software,CM Software for CR117,High,Closed,2024-02-23,2024-02-28,6,6.7,Tech_24,IT,618,2281,90,100.0,Generated on 2024-02-23 - CM-Software maintenance
WO-D0E8EDEC,JOB-20240223-9421,CR106,Compliance-Check,Compliance Check for CR106,Low,Closed,2024-02-23,2024-03-11,4,4.3,Tech_14,Quality_Assurance,696,740,50,100.0,Generated on 2024-02-23 - Compliance-Check maintenance
WO-1733619E,JOB-20240223-9792,CR116,PM-Doors,PM Doors for CR116,Medium,On_Hold,2024-02-23,2024-03-12,3,,Tech_10,Mechanical,315,839,70,27.425884768884714,Generated on 2024-02-23 - PM-Doors maintenance
WO-0411196C,JOB-20240223-5048,CR116,PM-Brake,Brake system preventive maintenance - CR116,Medium,On_Hold,2024-02-23,2024-03-15,6,,Tech_2,Mechanical,480,872,70,23.81945619574018,Generated on 2024-02-23 - PM-Brake maintenance
WO-96D34F2A,JOB-20240224-7054,CR119,CM-Mechanical,CM Mechanical for CR119,Low,On_Hold,2024-02-24,2024-04-02,9,,Tech_5,Mechanical,1044,4626,50,17.589633000895116,Generated on 2024-02-24 - CM-Mechanical maintenance
WO-34B132AB,JOB-20240224-6238,CR120,CM-Electrical,Electrical system corrective maintenance - CR120,Low,Cancelled,2024-02-24,2024-04-01,4,,Tech_28,Electrical,348,3272,50,0.0,Generated on 2024-02-24 - CM-Electrical maintenance
WO-3B9BD1C9,JOB-20240225-4672,CR122,PM-Bogie,Scheduled bogie maintenance for CR122,Low,Cancelled,2024-02-25,2024-03-30,12,,Tech_18,Mechanical,2052,533,50,0.0,Generated on 2024-02-25 - PM-Bogie maintenance
WO-567C6AB1,JOB-20240225-9307,CR111,CM-Mechanical,CM Mechanical for CR111,Critical,Closed,2024-02-25,2024-02-27,20,16.6,Tech_1,Mechanical,2760,820,100,100.0,Generated on 2024-02-25 - CM-Mechanical maintenance
WO-7C21DB8B,JOB-20240225-1889,CR103,Emergency-Repair,Emergency repair required - CR103,Critical,Closed,2024-02-25,2024-02-27,64,57.6,Tech_28,Emergency_Response,9408,499,100,100.0,Generated on 2024-02-25 - Emergency-Repair maintenance
WO-68A474ED,JOB-20240226-7275,CR101,Inspection-B,Inspection B for CR101,Medium,Closed,2024-02-26,2024-03-12,14,17.9,Tech_10,Maintenance,2660,474,70,100.0,Generated on 2024-02-26 - Inspection-B maintenance
WO-B3A7A06A,JOB-20240226-1954,CR121,Inspection-C,Inspection C for CR121,Low,Cancelled,2024-02-26,2024-04-09,19,,Tech_22,Maintenance,1881,575,50,0.0,Generated on 2024-02-26 - Inspection-C maintenance
WO-0CF43B93,JOB-20240226-7351,CR122,Emergency-Repair,Urgent maintenance intervention - CR122,Medium,Closed,2024-02-26,2024-03-10,3,3.1,Tech_7,Emergency_Response,597,115,70,100.0,Generated on 2024-02-26 - Emergency-Repair maintenance
WO-2FA01424,JOB-20240226-8029,CR104,PM-HVAC,PM HVAC for CR104,Low,Closed,2024-02-26,2024-04-05,8,7.3,Tech_19,Electrical,896,841,50,100.0,Generated on 2024-02-26 - PM-HVAC maintenance
WO-4920DC80,JOB-20240226-7906,CR123,Seasonal-Maintenance,Seasonal Maintenance for CR123,Low,Cancelled,2024-02-26,2024-03-14,28,,Tech_14,Maintenance,4480,979,50,0.0,Generated on 2024-02-26 - Seasonal-Maintenance maintenance
WO-5577CC6B,JOB-20240227-5707,CR110,Inspection-A,Inspection A for CR110,High,Closed,2024-02-27,2024-03-03,9,8.7,Tech_6,Maintenance,1548,745,90,100.0,Generated on 2024-02-27 - Inspection-A maintenance
WO-3243552F,JOB-20240227-8003,CR105,PM-Brake,Brake system preventive maintenance - CR105,Low,Closed,2024-02-27,2024-03-15,3,3.0,Tech_26,Mechanical,543,780,50,100.0,Generated on 2024-02-27 - PM-Brake maintenance
WO-12274B56,JOB-20240228-4513,CR120,PM-Traction,PM Traction for CR120,Low,Cancelled,2024-02-28,2024-04-01,9,,Tech_30,Electrical,1422,940,50,0.0,Generated on 2024-02-28 - PM-Traction maintenance
WO-FC64E565,JOB-20240228-5506,CR108,CM-Software,CM Software for CR108,Low,Closed,2024-02-28,2024-03-13,5,5.6,Tech_20,IT,525,4518,50,100.0,Generated on 2024-02-28 - CM-Software maintenance
WO-549E8AE5,JOB-20240228-4283,CR116,CM-Mechanical,CM Mechanical for CR116,Low,Closed,2024-02-28,2024-04-01,9,11.3,Tech_13,Mechanical,1089,3113,50,100.0,Generated on 2024-02-28 - CM-Mechanical maintenance
WO-D35E78DF,JOB-20240228-7570,CR120,Seasonal-Maintenance,Seasonal Maintenance for CR120,Low,On_Hold,2024-02-28,2024-03-25,20,,Tech_23,Maintenance,3960,395,50,20.004625298509353,Generated on 2024-02-28 - Seasonal-Maintenance maintenance
WO-E63681A8,JOB-20240229-1464,CR124,PM-Traction,PM Traction for CR124,Low,Closed,2024-02-29,2024-03-25,8,9.6,Tech_20,Electrical,1344,310,50,100.0,Generated on 2024-02-29 - PM-Traction maintenance
WO-6ADA04D7,JOB-20240229-7474,CR113,CM-Mechanical,CM Mechanical for CR113,Low,On_Hold,2024-02-29,2024-04-13,4,,Tech_14,Mechanical,628,3352,50,21.7723189454164,Generated on 2024-02-29 - CM-Mechanical maintenance
WO-0D43BC63,JOB-20240229-1090,CR109,PM-Doors,PM Doors for CR109,Medium,On_Hold,2024-02-29,2024-03-10,3,,Tech_5,Mechanical,387,287,70,25.75914490292604,Generated on 2024-02-29 - PM-Doors maintenance
WO-0418143C,JOB-20240229-7465,CR113,PM-Traction,PM Traction for CR113,Medium,On_Hold,2024-02-29,2024-03-07,10,,Tech_24,Electrical,930,229,70,24.856937780545586,Generated on 2024-02-29 - PM-Traction maintenance
WO-68DE6E8C,JOB-20240229-9109,CR121,CM-Mechanical,CM Mechanical for CR121,Medium,Closed,2024-02-29,2024-03-17,13,14.4,Tech_24,Mechanical,1287,1890,70,100.0,Generated on 2024-02-29 - CM-Mechanical maintenance
WO-F5464AE4,JOB-20240301-2689,CR117,CM-Software,CM Software for CR117,Low,Closed,2024-03-01,2024-03-19,0,0.0,Tech_8,IT,0,1476,50,100.0,Generated on 2024-03-01 - CM-Software maintenance
WO-01FCE32B,JOB-20240301-9779,CR114,PM-Bogie,Scheduled bogie maintenance for CR114,Medium,Closed,2024-03-01,2024-03-19,14,11.6,Tech_28,Mechanical,2170,348,70,100.0,Generated on 2024-03-01 - PM-Bogie maintenance
WO-07E135D8,JOB-20240301-8065,CR123,PM-Doors,PM Doors for CR123,Low,Closed,2024-03-01,2024-03-15,3,3.2,Tech_19,Mechanical,540,356,50,100.0,Generated on 2024-03-01 - PM-Doors maintenance
WO-1C3A15B2,JOB-20240302-2958,CR113,CM-Electronics,CM Electronics for CR113,Medium,Closed,2024-03-02,2024-03-15,7,8.7,Tech_27,Electronics,1134,1479,70,100.0,Generated on 2024-03-02 - CM-Electronics maintenance
WO-22A2AFB9,JOB-20240303-4752,CR114,Inspection-C,Inspection C for CR114,Low,On_Hold,2024-03-03,2024-04-05,17,,Tech_27,Maintenance,3111,442,50,21.607404452060578,Generated on 2024-03-03 - Inspection-C maintenance
